product_id,model,sku,upc,ean,jan,isbn,mpn,location,quantity,stock_status_id,image,manufacturer_id,shipping,price,points,tax_class_id,date_available,weight,weight_class_id,length,width,height,length_class_id,subtract,minimum,sort_order,status,viewed,date_added,date_modified,gpf_status,gtin,google_product_category,brand,gender,agegroup,colour,size,condition,adwords_grouping,adwords_labels,adwords_redirect,oos_status,gpf_size_system,gpf_size_type,gpf_availability_date,gpf_availability_time,gpf_is_bundle,identifier_exists,custom_labels,language_id,name,description,tag,meta_title,meta_description,meta_keyword
200,Absolute Orange,PES409,,,,,PES409,,9999,7,data/Imported/absolute-orange400.jpg,0,1,30,0,9,0000-00-00,25,2,0,0,0,1,0,0,0,1,1882,0000-00-00 00:00:00,2015-10-19 15:24:34,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Absolute Orange Pigment,"<p>
	The perfect antidote for purple and cool tones, especially useful for areola work. Use with blue based lip colours with cool tones to add pure warmth. Add to black tourmaline if tattooing onto very pale skins to prevent black from healing too 'blue'.</p>
<p>
	Pharmaceutical grade pigments which have been tested under the most stringent directives. The pigments have been EU regulated and are available with accurate and reliable Material Safety Data Sheets. Always ensure the pigments that you buy are safe to use and adhere to EU regulations.</p>
",,,Absolute Orange Micropigmentation Pigment,Absolute Orange  Micropigmentation Pigment
462,Accurett Cartridges,,,,,,,,9999,7,data/Accurett/Cartouches (2).jpg,0,1,47.5,0,9,2014-12-15,450,2,0,0,0,1,0,1,1000,1,297,2015-03-19 10:23:09,2015-03-19 10:47:50,0,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Accurett Cartridges,"<p>
	&lt;span class=&quot;userContent&quot;&gt;TBox of 6 x 16g CO&lt;span class=&quot;userContent&quot;&gt;&lt;span class=&quot;userContent&quot;&gt;² cartridges (approx 10 treatments per cartridge)&lt;/span&gt;&lt;/span&gt;&lt;/span&gt;</p>
",,,,
97,After Care - A & D Sachets,G003,,,,,G003,,9999,7,data/FT PL 19.jpg,0,1,49,0,9,0000-00-00,1,1,0,0,0,1,0,0,0,1,1039,0000-00-00 00:00:00,2014-10-15 15:02:50,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,After Care - A & D Sachets,"<p>
	144 vitamin A&amp;D aftercare sachets for clients to take home after a treatment . Advise clients to apply and use sparingly with cotton bud or microbrush</p>
",,,A & D Sachets,A & D Sachets
394,After Care - White Petroleum SachetsSachets,,,,,,G010,,9999,7,data/training/FT PL 18.jpg,0,1,49,0,9,0000-00-00,1,1,0,0,0,1,0,0,0,1,1584,2013-11-22 10:08:53,2014-10-15 15:03:16,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,After Care - White Petroleum Sachets,"<p>
	144 White Petroleum Sachets for clients to take home after a treatment . Advise clients to apply and use sparingly with cotton bud or microbrush</p>
",White Petroleum Sachets,,White Petroleum Sachets,White Petroleum Sachets
96,After Care A & D,G001,,,,,G001,,9999,7,data/FT PL 10.jpg,0,1,10,0,9,0000-00-00,170,2,0,0,0,1,0,0,0,1,41,0000-00-00 00:00:00,2014-12-05 15:48:04,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,After Care A & D,"<p>
	4 x 1oz Tube of vitamin A&amp;D cream to be used after treatment. Apply sparingly with cotton bud or microbrush</p>
",,,A & D tube,A & D Tube
9,Alcohol Gel,H001,,,,,H001,,9999,7,data/FT PL 22.jpg,0,1,12,0,9,0000-00-00,552,2,0,0,0,1,0,0,0,1,1785,0000-00-00 00:00:00,2014-10-15 15:16:29,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Alcohol Gel,"<p>
	Soap and water free gel. Use liberally to ensure hands are clean throughout treatments. Can be applied to gloves. Does not replace thorough hand washing</p>
",,,Alcohol Gel,Alcohol Gel
11,Alcohol Swabs,H005,,,,,H005,,9999,7,data/FT PL 12.jpg,0,1,7,0,9,0000-00-00,111,2,0,0,0,1,0,0,0,1,1629,0000-00-00 00:00:00,2014-10-15 15:17:01,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Alcohol Swabs,"<p>
	Tiny swabs used prior to treatment. Helps to prevent the spread of skin infections and disease i.e.: MRSA. Wipe the area to be treated and dispose of swab.</p>
",,,Alcohol Swabs,Alcohol Swabs
326,Amazing Agate,PL216,,,,,PL216,,9999,7,data/amazing-agate400.jpg,0,1,30,0,9,2013-10-27,25,2,0,0,0,1,0,1,0,1,846,2013-10-28 16:56:50,2014-10-15 16:33:16,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amazing Agate,"<p>
	Light brown lip tones in a subtle effect.</p>
<p>
	Pharmaceutical grade pigments which have been tested under the most stringent directives. The pigments have been EU regulated and are available with accurate and reliable Material Safety Data Sheets.</p>
",,,Amazing Agate Micropigmentation Pigment,Amazing Agate Micropigmentation Pigment
412,Amiea Cashmere Pigment Bottle,,,,,,AME2222,,9999,7,data/Amiea Pigments/Cashmere.PNG,0,1,40,0,9,2013-11-17,50,2,0,0,0,1,0,1,404,1,627,2013-11-22 14:47:59,2014-10-16 16:51:19,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amie Cashmere 10 ml bottle,"<p>
	Light, warm brown</p>
",,,Amiea Cashmere,Amiea Cashmere
399,Amiea A100 Unit Dose (10),,,,,,AMA102,,9998,7,data/Amiea Pigments/Areola 100.PNG,0,1,40,0,9,2013-11-17,50,2,0,0,0,1,1,1,366,1,695,2013-11-22 14:47:21,2015-07-02 12:50:04,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amiea A100 Unit Dose (10) phails,"<p>
	Cool dark brown, also suitable for Areola Pigmentation</p>
",,,Amiea A100 Unit Dose (10),Amiea A100 Unit Dose (10)
400,Amiea A100 Unit Dose (5),,,,,,AMA101,,9999,7,data/Amiea Pigments/Areola 100.PNG,0,1,30,0,9,2013-11-17,50,2,0,0,0,1,1,1,368,1,643,2013-11-22 14:47:21,2015-07-02 12:57:49,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amiea A100 Unit Dose (5) phails,"<p>
	Cool dark brown, also suitable to Areola pigmentation</p>
",,,Amiea A100 Unit Dose (5),Amiea A100 Unit Dose (5)
417,Amiea Slate Pigment,,,,,,AME206,,9999,7,data/Amiea Pigments/Cashmere.PNG,0,1,40,0,9,2013-11-17,50,2,0,0,0,1,0,1,410,1,580,2013-11-22 14:47:59,2015-07-02 12:58:27,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amiea Cashmere Unit Dose (10) phails,"<p>
	Light warm brown</p>
",,,Amiea Cashmere Pigment,Amiea Cashmere Pigment
408,Amiea Cashmere Pigment,,,,,,AME205,,9998,7,data/Amiea Pigments/Cashmere.PNG,0,1,30,0,9,2013-11-17,50,2,0,0,0,1,1,1,406,1,594,2013-11-22 14:47:43,2015-07-02 13:35:02,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amiea Cashmere Unit Dose (5) phails,"<p>
	Light warm brown</p>
",,,Amiea Cashmere Pigment,Amiea Cashmere Pigment
410,Amiea Cocoa 10 ml,,,,,,AME225,,9999,7,data/Amiea Pigments/Cocoa.PNG,0,1,40,0,9,2013-11-17,50,2,0,0,0,1,0,1,392,1,709,2013-11-22 14:47:59,2015-07-02 13:35:17,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amiea Cocoa 10 ml bottle,"<p>
	Neutral dark brown, suitable for hairstrokes</p>
",,,Amiea Cocoa 10 ml,Amiea Cocoa 10 ml
414,Amiea Cocoa Pigment,,,,,,AME227,,9998,7,data/Amiea Pigments/Cocoa.PNG,0,1,40,0,9,2013-11-17,50,2,0,0,0,1,1,1,396,1,624,2013-11-22 14:47:59,2015-07-02 13:35:52,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amiea Cocoa Unit Dose (10) phails,"<p>
	Neutral dark brown, suitable for drawing individual hairstrokes</p>
",,,Amiea Cocoa Pigment,Amiea Cocoa Pigment
419,Amiea Cocoa Unit Dose (5),,,,,,AME226,,9999,7,data/Amiea Pigments/Cocoa.PNG,0,1,30,0,9,2013-11-17,50,2,0,0,0,1,0,1,394,1,546,2013-11-22 14:47:59,2015-07-02 13:36:08,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amiea Cocoa Unit Dose (5) phails,"<p>
	Neutral dark brown, suitable for hairstrokes</p>
",,,Amiea Cocoa Unit Dose (5),Amiea Cocoa Unit Dose (5)
423,Amiea Cognac Pigment,,,,,,AME210,,9999,7,data/Amiea Pigments/Cognac.PNG,0,1,40,0,9,2013-11-17,50,2,0,0,0,1,0,1,412,1,901,2013-11-25 15:33:58,2015-07-02 13:36:41,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amiea Cognac 10 ml bottle,"<p>
	Warm light brown</p>
",,,Amiea Cognac,Amiea Cognac
424,Amiea Cognac Pigment,,,,,,AME212,,9999,7,data/Amiea Pigments/Cognac.PNG,0,1,40,0,9,2013-11-17,50,2,0,0,0,1,0,1,416,1,590,2013-11-25 15:33:58,2014-10-16 11:49:20,1,,Health & Beauty &gt; Personal Care &gt; Cosmetics &gt; Makeup,Finishing Touches,Not Applicable,Not Applicable,,,New,,,0,In Stock,Not Applicable,Not Applicable,,,FALSE,TRUE,",,,,",1,Amiea Cognac Unit Dose (10) phials,"<p>
	Warm light brown</p>
",,,Amiea Cognac Pigment,Amiea Cognac Pigment
